id,api_model,api_link,title,is_featured,description,short_description,web_url,image_url,type,status,aic_start_at,aic_end_at,date_display,department_display,gallery_id,gallery_title,artwork_ids,artwork_titles,artist_ids,site_ids,image_id,alt_image_ids,document_ids,suggest_autocomplete_all,last_updated_source,last_updated,timestamp
6405,exhibitions,https://api.artic.edu/api/v1/exhibitions/6405,American Painting and Sculpture 70th Annual,False,,,,,AIC Only,Closed,1972-06-24T00:00:00-05:00,1972-08-20T00:00:00-05:00,,,,,[],[],[],[],8d6cc5fa-3620-780a-6f7c-54f9a2ddf7b5,"['33668cbd-8b29-9b0e-c254-bb70b11edbf8', '837699b7-2ee7-5982-769b-4286417d47b3', 'd8551fe3-ad37-4b86-ded2-67a689e39b10', '740f0ba9-7fd3-7434-f038-bd5fb1468b73', 'b772479e-52b8-8cb2-8421-1e44c442523f', 'd41585da-90ec-b026-74bd-2ab8a888fcc6', '133e9971-c928-e7da-cc3b-d1dfcb121586', 'f3d10dbe-1f9a-f882-83a5-14a321956ab2', 'ad5bea93-d1ea-a459-3b95-dbf2231ba307', '541c043f-d654-7be3-7d8a-8a664797b207', '80304bd5-ba9e-ac4a-0e42-63c14d166790', 'b7601c1a-feed-057b-c795-5422db1808cb', '104ddb41-99fb-3595-2a8e-58c7d9f8a5a3', 'f66a3531-7537-851e-b4ee-34774d24dd0c', '12100761-a196-d470-04b8-48522217570e', 'ba82fed6-f01d-8c36-80b0-4974b4c04a88', '7c26b96b-513f-fb23-d698-e455bd21bca2', '6e665d24-c2a3-4731-5458-cf3f840097d2', 'b0631067-c091-597f-0a4f-6ed2887bc484', '01830434-7e61-38b7-bee8-f6eb5ad12e8c', '13dca7a2-30cb-e43a-d8af-22a68bbcaea0', '3d20e0db-16ec-e8b2-07ad-b3b23ee68c3f', '72013f40-9574-4dce-0677-43519ed0ab6e', '2f789bd3-f599-8298-a53e-4a54d9ca52d4', '418e5390-1f6e-79a9-8089-a686fcfd01bc', '2f709a50-ba11-d13d-5808-4aad15340279', '740e26cf-6deb-abde-2bbf-68f1353b5f78', '999697db-b18c-ccfb-37f6-dcf857e689f0', '72b28ad0-d2c5-2ee8-3466-a5601554c5bc', '931457b8-2e61-9ec3-a934-b9c89be820b4']",['16ee5a38-a9dd-e4ae-a8b1-ec2cb64e1998'],"{'input': ['American Painting and Sculpture 70th Annual'], 'contexts': {'groupings': ['title']}}",1976-09-02T11:20:00-05:00,2020-12-15T10:17:41-06:00,2021-01-14T17:14:57-06:00
